Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Rydygiera,"Apartament 2-pokojowy, ul. Rydygiera",2.0,3600.0,45.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26663436.html",52.2603619,20.9812923,0.94,M1 - Plac Wilsona,Żoliborz
Reymonta,"Mieszkanie umeblowane, ul. Reymonta",3.0,3400.0,50.0,Wawrzyszew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26663514.html",52.2798685,20.9396053,0.59,M1 - Stare Bielany,Bielany
Tagore,"Apartament z garażem, ul. Tagore",3.0,5800.0,97.0,Wierzbno,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26663442.html",52.1941067,21.0072121,0.61,M1 - Racławicka,Mokotów
Żeńców,"Apartament z miejscem parkingowym, ul. Żeńców",3.0,4100.0,57.87,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26663610.html",52.2256257,20.8934738,1.93,M2 - Bemowo,Bemowo
Krasińskiego,"Mieszkanie umeblowane, ul. Krasińskiego",2.0,3000.0,40.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26663492.html",52.2670832,20.9790961,0.43,M1 - Plac Wilsona,Żoliborz
Aleja Komisji Edukacji Narodowej,"Mieszkanie umeblowane, Aleja Komisji Edukacji Narodowej",1.0,3000.0,40.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-domu-wielorodzinnym,wysoki-standard/26663530.html",52.1401648,21.0572458,0.16,M1 - Natolin,Ursynów
Rakowiecka,"Mieszkanie umeblowane, ul. Rakowiecka",2.0,4200.0,70.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26663419.html",52.2095986,21.0199818,0.83,M1 - Pole Mokotowskie,Mokotów
Bruna,"Mieszkanie umeblowane, ul. Bruna",2.0,3500.0,42.1,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26663380.html",52.2087736,21.0010792,0.47,M1 - Pole Mokotowskie,Mokotów
Mieszkanie 2-pokojowe,Mieszkanie 2-pokojowe,2.0,3300.0,41.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26663372.html",,,,,Wola
Płocka,"Mieszkanie umeblowane, ul. Płocka",2.0,3800.0,44.8,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26663379.html",52.2324542,20.9663847,0.14,M2 - Płocka,Wola
Czerska,"Mieszkanie z miejscem parkingowym, ul. Czerska",3.0,3900.0,55.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26663336.html",52.2033803,21.0458062,2.34,M1 - Racławicka,Mokotów
Aleja Stanów Zjednoczonych,"Mieszkanie umeblowane, Aleja Stanów Zjednoczonych",3.0,3500.0,50.0,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26663307.html",52.2277029,21.0593809,2.38,M2 - Centrum Nauki Kopernik,Praga-Południe
Światowida,"Mieszkanie umeblowane, ul. Światowida",3.0,3250.0,53.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26663297.html",52.3187665,20.9518399,3.47,M1 - Młociny,Białołęka
Obrzeżna,"Mieszkanie umeblowane, ul. Obrzeżna",3.0,4900.0,73.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26663298.html",52.1712479,20.9985342,1.82,M1 - Służew,Mokotów
Karowa,"Mieszkanie umeblowane, ul. Karowa",3.0,7000.0,77.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26663302.html",52.2423909,21.01923,0.67,M2 - Nowy Świat-Uniwersytet,Śródmieście
Wyspowa,"Mieszkanie 2-pokojowe, ul. Wyspowa",2.0,2800.0,50.0,Targówek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26663246.html",52.2897701,21.0838345,2.47,M2 - Zacisze,Targówek
Apartament z miejscem parkingowym Warszawa,Apartament z miejscem parkingowym Warszawa,3.0,5700.0,63.0,Ksawerów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26663243.html",,,,,Mokotów
Bora-Komorowskiego,"Mieszkanie umeblowane, ul. Bora-Komorowskiego",4.0,3900.0,70.0,Gocław,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26663209.html",52.2252019,21.0918125,4.12,M2 - Stadion Narodowy,Praga-Południe
Nowogrodzka,"Mieszkanie 2-pokojowe, ul. Nowogrodzka",2.0,4900.0,45.2,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26662942.html",52.2269479,21.0037753,0.65,M1 - Centrum,Ochota
Gagarina,"Kawalerka umeblowana, ul. Gagarina",1.0,3000.0,27.0,Sielce,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26662905.html",,,,,Mokotów
Lachmana,"Mieszkanie umeblowane, ul. Lachmana",3.0,3000.0,63.0,Stokłosy,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/26662721.html",52.1564742,21.0395205,0.38,M1 - Stokłosy,Ursynów
Żupnicza,"Apartament umeblowany, ul. Żupnicza",4.0,7900.0,90.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26662746.html",52.2533408,21.0707312,1.95,M2 - Stadion Narodowy,Praga-Południe
Gumińska,"Apartament z garażem, ul. Gumińska",4.0,7000.0,85.0,Odolany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26662761.html",52.2209159,20.9565111,1.59,M2 - Płocka,Wola
Śródziemnomorska,"Mikrokawalerka z miejscem parkingowym, ul. Śródziemnomorska",1.0,2400.0,23.0,Stegny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26662694.html",52.1755646,21.0473857,1.57,M1 - Służew,Mokotów
Szczęśliwicka,"Mieszkanie umeblowane, ul. Szczęśliwicka",2.0,2700.0,48.5,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26662736.html",,,,,Ochota
Armii Krajowej,"Mieszkanie z ogródkiem, ul. Armii Krajowej",,2100.0,27.0,Wesoła,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26662632.html",52.2495954,21.2437676,13.15,M2 - Trocka,Wesoła
Bukowińska,"Apartament z miejscem parkingowym, ul. Bukowińska",2.0,3800.0,42.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26662609.html",52.1834091,21.0226222,0.33,M1 - Wilanowska,Mokotów
Mińska,"Mieszkanie umeblowane, ul. Mińska",2.0,3200.0,38.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26662642.html",52.2495627,21.0642366,1.41,M2 - Stadion Narodowy,Praga-Południe
Stwosza,"Apartament z miejscem parkingowym, ul. Stwosza",2.0,3700.0,40.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26662594.html",52.1753676,21.0190525,0.52,M1 - Służew,Mokotów
Górczewska,"Mieszkanie umeblowane, ul. Górczewska",3.0,3500.0,49.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,przy-lesie/26662575.html",52.239625,20.9391041,0.33,M2 - Księcia Janusza,Wola
Lęborska,"Mieszkanie umeblowane, ul. Lęborska",2.0,3750.0,49.4,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26662590.html",52.2658046,21.0386648,0.53,M2 - Szwedzka,Praga-Północ
Włodarzewska,"Mieszkanie umeblowane, ul. Włodarzewska",3.0,4600.0,82.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26662585.html",52.2022235,20.9682318,2.81,M1 - Pole Mokotowskie,Ochota
Racjonalizacji,"Apartament z miejscem parkingowym, ul. Racjonalizacji",2.0,3700.0,41.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26662510.html",52.1858157,20.9927945,1.77,M1 - Wierzbno,Mokotów
Śródziemnomorska,"Mikrokawalerka umeblowana, ul. Śródziemnomorska",1.0,2400.0,23.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26662438.html",52.1755646,21.0473857,1.57,M1 - Służew,Mokotów
Tamka,"Mieszkanie umeblowane, ul. Tamka",2.0,3800.0,45.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26644175.html",52.2392634,21.0301997,0.16,M2 - Centrum Nauki Kopernik,Śródmieście
Jana Pawła II,"Mieszkanie umeblowane, ul. Jana Pawła II",2.0,2100.0,40.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-w-zabudowie/26621223.html",52.2163638,21.241546,13.95,M2 - Stadion Narodowy,
Augustówka,"Mieszkanie umeblowane, ul. Augustówka",2.0,2850.0,40.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,nad-jeziorem/26438766.html",52.1965522,21.0844207,4.55,M1 - Wilanowska,
Naukowa,"Apartament z garażem, ul. Naukowa",2.0,3000.0,41.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26613349.html",52.2024315,20.9311662,4.07,M2 - Ulrychów,Włochy
Rydygiera,"Apartament z garażem, ul. Rydygiera",2.0,3400.0,52.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26662087.html",52.2603619,20.9812923,0.94,M1 - Plac Wilsona,Żoliborz
Afrykańska,"Mieszkanie umeblowane, ul. Afrykańska",2.0,3300.0,50.0,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26662088.html",52.2275694,21.0696964,2.85,M2 - Stadion Narodowy,Praga-Południe
Geodezyjna,"Mieszkanie umeblowane, ul. Geodezyjna",2.0,2700.0,56.0,Lewandów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26603057.html",52.3103576,21.0758137,3.5,M2 - Kondratowicza,Białołęka
Szeligowska,"Mieszkanie umeblowane, ul. Szeligowska",3.0,4200.0,63.54,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-w-zabudowie/26662009.html",52.2280412,20.8779945,2.62,M2 - Bemowo,Bemowo
Aleja Wilanowska,"Apartament z garażem, Aleja Wilanowska",2.0,3200.0,44.5,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26661993.html",52.1698941,21.0671001,2.59,M1 - Stokłosy,Mokotów
Omulewska,"Mieszkanie umeblowane, ul. Omulewska",2.0,3300.0,46.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26655329.html",52.2421185,21.096596,3.66,M2 - Stadion Narodowy,Praga-Południe
Bogusławskiego,"Mieszkanie 3-pokojowe, ul. Bogusławskiego",3.0,3500.0,64.0,Chomiczówka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26661942.html",52.2406817,20.9855985,1.15,M1 - Ratusz Arsenał,Bielany
Wolska,"Mieszkanie 2-pokojowe, ul. Wolska",2.0,2900.0,37.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26661911.html",52.228927,20.9501263,1.23,M2 - Księcia Janusza,Wola
Okrąg,"Mieszkanie umeblowane, ul. Okrąg",2.0,5500.0,60.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26661968.html",52.2302853,21.0363421,1.18,M2 - Centrum Nauki Kopernik,Śródmieście
Wólczyńska,"Mieszkanie 3-pokojowe, ul. Wólczyńska",3.0,4000.0,61.47,Młociny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26661888.html",52.2806645,20.926194,1.0,M1 - Wawrzyszew,Bielany
Dzieci Warszawy,"Mikrokawalerka z oddzielną kuchnią, ul. Dzieci Warszawy",1.0,2000.0,22.0,Skorosze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-oddzielna-kuchnia/26661937.html",52.1927973,20.9062542,5.09,M2 - Bemowo,Skorosze
Składkowskiego,"Apartament z garażem, ul. Składkowskiego",4.0,4400.0,77.0,Skorosze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26661939.html",,,,,Skorosze
Łochowska,"Mieszkanie z ogródkiem, ul. Łochowska",2.0,3400.0,43.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26661906.html",52.2569767,21.0529835,0.86,M2 - Szwedzka,Praga-Północ
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,4.0,5200.0,80.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26661751.html",,,,,Praga-Południe
Szaserów,"Mieszkanie 3-pokojowe, ul. Szaserów",3.0,2800.0,48.0,Grochów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-w-zabudowie/26661938.html",52.244793,21.1118215,4.66,M2 - Stadion Narodowy,Praga-Południe
Sierakowskiego,"Mieszkanie 2-pokojowe, ul. Sierakowskiego",2.0,3300.0,42.0,Stara Praga,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,nad-rzeka/26661936.html",52.2500673,21.0318837,0.5,M2 - Dworzec Wileński,Praga-Północ
Żupnicza,"Mieszkanie umeblowane, ul. Żupnicza",2.0,3450.0,39.0,Kamionek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-w-zabudowie/26661940.html",52.2533408,21.0707312,1.95,M2 - Stadion Narodowy,Praga-Południe
Habicha,"Apartament z miejscem parkingowym, ul. Habicha",2.0,3000.0,48.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26661762.html",52.20363,20.8815674,4.41,M2 - Bemowo,Ursus
Kąty Grodziskie,"Mieszkanie umeblowane, ul. Kąty Grodziskie",3.0,3500.0,51.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26661721.html",52.3311865,21.0564584,4.67,M2 - Bródno,Białołęka
Melomanów,"Apartament z garażem, ul. Melomanów",2.0,3200.0,46.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26634611.html",52.2066903,21.0520942,2.86,M1 - Racławicka,Mokotów
Suwak,"Mieszkanie umeblowane, ul. Suwak",2.0,3900.0,37.87,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26661681.html",52.1876071,20.9882889,2.04,M1 - Wierzbno,Mokotów
Jana III Sobieskiego,"Apartament z garażem, ul. Jana III Sobieskiego",4.0,7000.0,130.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26661711.html",52.1821697,21.055142,2.19,M1 - Wilanowska,Mokotów
Orzycka,"Mikrokawalerka umeblowana, ul. Orzycka",1.0,2590.0,21.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26632566.html",52.1728579,21.0046886,1.39,M1 - Służew,
Bukowińska,"Apartament z garażem, ul. Bukowińska",3.0,4300.0,75.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26661603.html",52.1834091,21.0226222,0.33,M1 - Wilanowska,Mokotów
Przasnyska,"Mieszkanie umeblowane, ul. Przasnyska",2.0,3600.0,50.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26661606.html",52.2617286,20.9673216,1.16,M1 - Marymont,Żoliborz
Wilcza,"Mikrokawalerka umeblowana, ul. Wilcza",1.0,2500.0,19.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-w-zabudowie/26661500.html",52.2255601,21.0189839,0.78,M1 - Politechnika,Śródmieście
Grochowska,"Mieszkanie umeblowane, ul. Grochowska",2.0,3100.0,42.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26661485.html",52.2363948,21.1220239,5.49,M2 - Stadion Narodowy,Praga-Południe
Iwanowa-Szajnowicza,"Mieszkanie umeblowane, ul. Iwanowa-Szajnowicza",2.0,3000.0,59.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26661482.html",52.1284246,21.0687385,0.32,M1 - Kabaty,Ursynów
Głębocka,"Mieszkanie umeblowane, ul. Głębocka",1.0,2200.0,37.5,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26643311.html",52.3141465,21.0666977,3.42,M2 - Kondratowicza,
Nowaka-Jeziorańskiego,"Apartament z garażem, ul. Nowaka-Jeziorańskiego",3.0,4500.0,60.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26661605.html",52.2311395,21.0955074,3.98,M2 - Stadion Narodowy,Praga-Południe
Kasprzaka,"Apartament z garażem, ul. Kasprzaka",4.0,5500.0,68.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26661476.html",52.2270997,20.9492441,1.41,M2 - Księcia Janusza,Wola
Apartament z garażem,Apartament z garażem,2.0,2500.0,67.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26661551.html",,,,,Praga-Północ
Chocimska,"Mieszkanie umeblowane, ul. Chocimska",3.0,7400.0,80.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26647278.html",52.2109478,21.0228373,1.04,M1 - Politechnika,Mokotów
Krzywe Koło,"Mieszkanie umeblowane, ul. Krzywe Koło",2.0,3400.0,56.0,Staromiejskie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26635422.html",52.2507533,21.0113867,1.0,M1 - Ratusz Arsenał,Staromiejskie
Niemcewicza,"Apartament z garażem, ul. Niemcewicza",3.0,6300.0,100.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-w-zabudowie/26498663.html",52.1646653,21.0504788,1.32,M1 - Stokłosy,Ochota
Skierniewicka,"Mieszkanie umeblowane, ul. Skierniewicka",1.0,3000.0,34.67,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26279276.html",52.2323174,20.9686667,0.15,M2 - Płocka,Wola
Rozbrat,"Mieszkanie 3-pokojowe, ul. Rozbrat",3.0,8900.0,90.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26640411.html",52.2277192,21.0330851,1.43,M2 - Centrum Nauki Kopernik,Śródmieście
Idzikowskiego,"Apartament 2-pokojowy, ul. Idzikowskiego",2.0,4400.0,55.21,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26529963.html",52.1920216,21.0416481,1.64,M1 - Wierzbno,Mokotów
Sokratesa,"Apartament z garażem, ul. Sokratesa",2.0,3500.0,48.0,Młociny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26386846.html",52.2849595,20.9288499,0.64,M1 - Wawrzyszew,Bielany
Mieszkanie,Mieszkanie,1.0,2100.0,39.87,Stara Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24131266.html",52.2262877,21.0960398,4.28,M2 - Stadion Narodowy,Ochota
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,2.0,3000.0,38.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26641257.html",,,,,
Krochmalna,"Apartament z garażem, ul. Krochmalna",2.0,7400.0,54.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26532745.html",52.2355906,20.9868433,0.71,M2 - Rondo Daszyńskiego,Wola
Wersalska,"Mieszkanie umeblowane, ul. Wersalska",2.0,3900.0,54.0,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26433090.html",52.2232292,21.059872,2.73,M2 - Centrum Nauki Kopernik,Praga-Południe
Wiktorska,"Mieszkanie umeblowane, ul. Wiktorska",1.0,2900.0,30.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26568401.html",52.199701,21.0151465,0.22,M1 - Racławicka,Mokotów
Czerska,"Mieszkanie umeblowane, ul. Czerska",2.0,3500.0,62.0,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26557968.html",52.2033803,21.0458062,2.34,M1 - Racławicka,Mokotów
Międzynarodowa,"Mieszkanie umeblowane, ul. Międzynarodowa",3.0,3600.0,54.0,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26625872.html",52.2450182,21.0598664,1.13,M2 - Stadion Narodowy,Praga-Południe
Pory,"Apartament z garażem, ul. Pory",3.0,8000.0,92.65,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25997224.html",52.1857919,21.0443269,1.56,M1 - Wilanowska,Mokotów
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,4.0,8000.0,80.31,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26637159.html",,,,,Mokotów
Obozowa,"Mieszkanie z aneksem, ul. Obozowa",1.0,2950.0,30.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26624318.html",52.2466783,20.9615089,0.92,M2 - Młynów,Wola
Klimczaka,"Mieszkanie umeblowane, ul. Klimczaka",3.0,5200.0,83.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,nad-rzeka/26661393.html",52.1608143,21.0729184,2.24,M1 - Imielin,Wilanów
Waliców,"Mieszkanie umeblowane, ul. Waliców",1.0,2900.0,31.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26641044.html",52.2342516,20.9927584,0.48,M2 - Rondo ONZ,Wola
Aleja Solidarności,"Apartament z garażem, Aleja Solidarności",2.0,6500.0,46.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26535880.html",52.2553062,21.0364386,0.17,M2 - Dworzec Wileński,Wola
Rydygiera,"Apartament 2-pokojowy, ul. Rydygiera",2.0,3900.0,52.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26371223.html",52.2603619,20.9812923,0.94,M1 - Plac Wilsona,Żoliborz
Stanisława Augusta,"Apartament z garażem, ul. Stanisława Augusta",4.0,15000.0,110.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26639833.html",52.2449165,21.073432,2.05,M2 - Stadion Narodowy,Praga-Południe
Myśliborska,"Mieszkanie umeblowane, ul. Myśliborska",2.0,3000.0,62.28,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26637420.html",52.3150256,20.9622595,3.51,M1 - Młociny,Białołęka
Aleja Rzeczypospolitej,"Mieszkanie umeblowane, Aleja Rzeczypospolitej",2.0,3500.0,41.75,Miasteczko Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26469327.html",52.1586816,21.0744716,2.21,M1 - Imielin,Wilanów
Toeplitza,"Mieszkanie umeblowane, ul. Toeplitza",2.0,3100.0,50.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26336098.html",52.2687784,20.983891,0.08,M1 - Plac Wilsona,Żoliborz
Jagiellońska,"Mieszkanie umeblowane, ul. Jagiellońska",3.0,4900.0,65.0,Pelcowizna,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26601646.html",52.2652172,21.0210264,1.52,M2 - Dworzec Wileński,Praga-Północ
Aleja Wyścigowa,"Apartament z garażem, Aleja Wyścigowa",2.0,3600.0,51.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26510675.html",52.167223,21.0111132,1.12,M1 - Służew,Mokotów
Mierosławskiego,"Mieszkanie umeblowane, ul. Mierosławskiego",3.0,7500.0,77.61,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26646710.html",,,,,Żoliborz
Górnośląska,"Mieszkanie 2-pokojowe, ul. Górnośląska",2.0,2710.0,35.99,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26603879.html",52.2255463,21.0388201,1.74,M2 - Centrum Nauki Kopernik,Śródmieście
